timestamp,light,humidity,temperature,co2,occupancy,motion_count
2020-11-05 18:46:48.192878,0.0,50.0,22.100000381469727,486,False,0
2020-11-05 18:47:57.153393,0.0,49.900001525878906,22.100000381469727,486,False,0
2020-11-05 18:48:58.566046,0.0,49.900001525878906,22.100000381469727,484,False,0
2020-11-05 18:49:59.993282,0.0,49.900001525878906,22.100000381469727,484,False,0
2020-11-05 18:51:01.430247,0.0,49.900001525878906,22.100000381469727,483,False,0
2020-11-05 18:52:02.976805,0.0,50.0,22.100000381469727,484,False,0
2020-11-05 18:53:06.939198,0.0,50.0,22.100000381469727,485,False,0
2020-11-05 18:54:13.397354,0.0,50.0,22.100000381469727,482,False,0
2020-11-05 18:55:17.413174,0.0,50.0,22.100000381469727,481,False,0
2020-11-05 18:56:18.856880,0.0,50.0,22.100000381469727,480,False,0
2020-11-05 18:57:20.249775,0.0,50.0,22.100000381469727,481,False,0
2020-11-05 18:58:21.676953,0.0,50.0,22.100000381469727,479,False,0
2020-11-05 18:59:25.630307,0.0,50.0,22.0,480,False,0
2020-11-05 19:00:27.159500,0.0,50.0,22.0,480,False,0
2020-11-05 19:01:31.137158,0.0,49.79999923706055,22.0,479,False,0
2020-11-05 19:02:35.054650,0.0,49.900001525878906,22.0,479,False,0
2020-11-05 19:03:36.578919,0.0,49.900001525878906,22.0,481,False,0
2020-11-05 19:04:37.988317,0.0,49.900001525878906,22.0,481,False,0
2020-11-05 19:05:39.480153,0.0,50.0,22.0,480,False,0
2020-11-05 19:06:40.930128,0.0,50.0,22.0,484,False,0
2020-11-05 19:07:42.442587,0.0,50.0,22.0,484,False,0
2020-11-05 19:08:43.887580,0.0,50.0,22.0,483,False,0
2020-11-05 19:09:50.386981,0.0,49.900001525878906,22.0,483,False,0
2020-11-05 19:10:51.935996,0.0,49.900001525878906,22.0,484,False,0
2020-11-05 19:11:53.373825,0.0,49.900001525878906,22.0,484,False,0
2020-11-05 19:12:54.925556,0.0,49.900001525878906,22.0,482,False,0
2020-11-05 19:13:56.367413,0.0,50.0,22.0,481,False,0
2020-11-05 19:15:07.933912,0.0,49.900001525878906,21.899999618530273,477,False,0
2020-11-05 19:16:09.361489,0.0,49.900001525878906,21.899999618530273,473,False,0
2020-11-05 19:17:10.807611,0.0,49.900001525878906,21.899999618530273,473,False,0
2020-11-05 19:18:17.317622,0.0,49.79999923706055,21.899999618530273,473,False,0
2020-11-05 19:19:23.806364,0.0,49.900001525878906,21.899999618530273,471,True,2
2020-11-05 19:20:25.315553,100.83333333333334,49.900001525878906,21.899999618530273,470,True,8
2020-11-05 19:21:26.735518,97.5,49.79999923706055,21.899999618530273,471,True,20
2020-11-05 19:22:28.222507,95.83333333333334,49.900001525878906,21.899999618530273,472,True,28
2020-11-05 19:23:29.669447,0.0,49.900001525878906,21.899999618530273,474,True,28
2020-11-05 19:24:33.616836,0.0,50.099998474121094,21.899999618530273,478,True,28
2020-11-05 19:25:37.637349,0.0,50.0,21.899999618530273,478,True,28
2020-11-05 19:26:44.123355,0.0,49.900001525878906,21.899999618530273,480,True,28
2020-11-05 19:27:45.567481,0.0,49.900001525878906,21.899999618530273,483,False,28
2020-11-05 19:28:49.622265,0.0,50.099998474121094,21.899999618530273,484,True,37
2020-11-05 19:29:51.076424,96.66666666666667,50.099998474121094,21.899999618530273,483,True,46
2020-11-05 19:30:52.576360,96.66666666666667,50.099998474121094,21.899999618530273,484,True,54
2020-11-05 19:32:06.652981,95.0,50.20000076293945,22.0,491,True,64
2020-11-05 19:33:10.695725,92.5,50.5,22.0,492,True,68
2020-11-05 19:34:17.289335,2.5,50.599998474121094,22.0,500,True,68
2020-11-05 19:35:21.256166,2.5,50.70000076293945,22.0,507,True,68
2020-11-05 19:36:22.807293,2.5,50.70000076293945,22.0,512,True,68
2020-11-05 19:37:29.404163,1.6666666666666667,50.70000076293945,22.0,517,True,68
2020-11-05 19:38:30.837541,2.5,50.70000076293945,22.0,515,False,68
2020-11-05 19:39:32.357955,2.5,50.599998474121094,22.0,516,True,74
2020-11-05 19:40:33.753571,95.83333333333334,50.70000076293945,22.0,511,True,75
2020-11-05 19:41:35.230470,94.16666666666667,50.900001525878906,22.0,515,True,77
2020-11-05 19:42:36.658495,92.5,51.5,22.0,519,True,77
2020-11-05 19:43:38.182445,91.66666666666667,51.29999923706055,22.100000381469727,522,True,80
2020-11-05 19:44:44.735683,90.83333333333334,51.400001525878906,22.100000381469727,530,True,86
2020-11-05 19:45:48.664933,93.33333333333334,51.70000076293945,22.100000381469727,539,True,95
2020-11-05 19:46:50.154164,90.83333333333334,51.599998474121094,22.100000381469727,549,True,101
2020-11-05 19:47:51.551662,90.0,51.29999923706055,22.100000381469727,561,True,102
2020-11-05 19:48:52.981782,90.0,51.29999923706055,22.200000762939453,570,True,107
2020-11-05 19:49:54.408422,90.0,52.70000076293945,22.200000762939453,573,True,114
2020-11-05 19:50:55.789441,0.0,51.400001525878906,22.299999237060547,581,True,114
2020-11-05 19:51:57.233094,0.0,51.400001525878906,22.299999237060547,594,True,114
2020-11-05 19:52:58.648391,0.0,51.5,22.299999237060547,599,True,114
